,0
996,Yahoo 
997,Yahoo 
998,Reuters 
999,Goldman 
1000,Goldman 
1001,Goldman 
1002,Goldman 
1003,Goldman Sachs 
1004,Microsoft 
1005,Google 
1006,Apple 
1007,Google 
1008,Citi 
1009,Bitcoin 
1010,Business Insider 
1011,Herbalife 
1012,Ackman 
1013,Ackman 
1014,Ackman 
1015,Goldman 
1016,Goldman 
1017,Facebook 
1018,Google 
1019,Google 
1020,Google 
1021,Google 
1022,Google 
1023,Google 
1024,Reuters 
1025,Apple 
1026,Morgan 
1027,Business Insider 
1028,Business Insider 
1029,Yahoo 
1030,Yahoo 
1031,Yahoo 
1032,Yahoo 
1033,Bill 
1034,Herbalife 
1035,Ackman 
1036,Silberman 
1037,Apple 
1038,Apple 
1039,Apple 
1040,Apple 
1041,Apple 
1042,Apple 
1043,Apple 
1044,Business Insider 
1045,Apple 
1046,Apple 
1047,Apple 
1048,Apple 
1049,Apple 
1050,Apple 
1051,Apple 
1052,Apple 
1053,Thompson 
1054,Goldman 
1055,Goldman 
1056,Goldman Sachs 
1057,Apple 
1058,Apple 
1059,Apple 
1060,Apple 
1061,Apple 
1062,Apple 
1063,Apple 
1064,Apple 
1065,Apple 
1066,Apple 
1067,Apple 
1068,Apple 
1069,Apple 
1070,Apple 
1071,Apple 
1072,Apple 
1073,Thompson 
1074,Facebook 
1075,Facebook 
1076,Facebook 
1077,Facebook 
1078,Facebook 
1079,Michigan 
1080,Apple 
1081,Apple 
1082,Apple 
1083,Apple 
1084,Apple 
1085,Ford 
1086,Dell 
1087,Paulson 
1088,Paulson 
1089,Bloomberg 
1090,Apple 
1091,Michigan 
1092,Facebook 
1093,Facebook 
1094,Facebook 
1095,Facebook 
1096,Facebook 
1097,Michigan 
1098,Michigan 
1099,Citi 
1100,Herbalife 
1101,Goldman Sachs 
1102,People 
1103,Facebook 
1104,Goldman 
1105,Herbalife 
1106,Business Insider 
1107,Ackman 
1108,Herbalife 
1109,Ackman 
1110,Ackman 
1111,Herbalife 
1112,Microsoft 
1113,Ackman 
1114,Amazon 
1115,Amazon 
1116,Microsoft 
1117,Microsoft 
1118,Goldman Sachs 
1119,Amazon 
1120,Amazon 
1121,Herbalife 
1122,Ackman 
1123,Goldman 
1124,Goldman 
1125,Goldman 
1126,Business Insider 
1127,Englander 
1128,Goldman Sachs 
1129,Apple 
1130,Apple 
1131,Apple 
1132,Apple 
1133,Apple 
1134,Apple 
1135,Apple 
